StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO_sasso,Carta1_DO_forbice,Carta1_DO_carta,Forbice1_DO_carta,Forbice1_DO_forbice,Forbice1_DO_sasso,Sasso1_DO_forbice,Sasso1_DO_sasso,Sasso1_DO_carta,Forbice2_DO_carta,Forbice2_DO_forbice,Forbice2_DO_sasso,Carta2_DO_carta,Carta2_DO_sasso,Carta2_DO_forbice,Sasso2_DO_sasso,Sasso2_DO_carta,Sasso2_DO_forbice,Forbice3_DO_forbice,Forbice3_DO_sasso,Forbice3_DO_carta,Carta3_DO_forbice,Carta3_DO_carta,Carta3_DO_sasso,Sasso3_DO_sasso,Sasso3_DO_carta,Sasso3_DO_forbice,Forbice4_DO_carta,Forbice4_DO_forbice,Forbice4_DO_sasso,Carta4_DO_forbice,Carta4_DO_carta,Carta4_DO_sasso,Sasso4_DO_sasso,Sasso4_DO_carta,Sasso4_DO_forbice,Forbice5_DO_sasso,Forbice5_DO_carta,Forbice5_DO_forbice,Carta5_DO_forbice,Carta5_DO_carta,Carta5_DO_sasso,Sasso5_DO_sasso,Sasso5_DO_carta,Sasso5_DO_forbice,Sasso6_DO_sasso,Sasso6_DO_carta,Sasso6_DO_forbice,Carta6_DO_forbice,Carta6_DO_carta,Carta6_DO_sasso,Forbice6_DO_forbice,Forbice6_DO_sasso,Forbice6_DO_carta,Sasso7_DO_sasso,Sasso7_DO_carta,Sasso7_DO_forbice,Carta7_DO_forbice,Carta7_DO_carta,Carta7_DO_sasso,Forbice7_DO_sasso,Forbice7_DO_carta,Forbice7_DO_forbice,Sasso8_DO_forbice,Sasso8_DO_sasso,Sasso8_DO_carta,Carta8_DO_carta,Carta8_DO_sasso,Carta8_DO_forbice,Forbice8_DO_carta,Forbice8_DO_forbice,Forbice8_DO_sasso,Carta9_DO_forbice,Carta9_DO_carta,Carta9_DO_sasso,Sasso9_DO_forbice,Sasso9_DO_sasso,Sasso9_DO_carta,Forbice9_DO_forbice,Forbice9_DO_sasso,Forbice9_DO_Q209,Sasso10_DO_forbice,Sasso10_DO_sasso,Sasso10_DO_carta,Carta10_DO_sasso,Carta10_DO_forbice,Carta10_DO_carta,Forbice10_DO_forbice,Forbice10_DO_sasso,Forbice10_DO_carta
2021-04-15 10:57:39,2021-04-15 11:06:32,IP Address,82.49.155.247,100,533,True,2021-04-15 11:06:32,R_1DHxT6w8wKEYvFa,,,,,45.4129943847656,11.8805999755859,anonymous,EN,enco1307,Sasso,1.287,3.231,4.242,2,Forbice,0.336,0.336,1.066,1,Carta,0.196,0.196,1.116,1,Carta,0.136,2.906,4.366,3,Sasso,0.283,0.283,1.344,1,Carta,0.287,7.03,8.646,19,Sasso,0.327,2.686,3.235,3,Carta,0.296,1.631,2.112,3,Sasso,0.221,4.226,5.068,2,Forbice,5,5,6.094,1,100,71,Completamente predeterminati,Abbastanza casuali,Molto casuali,Molto predeterminati,Molto predeterminati,Abbastanza predeterminati,Abbastanza brutto,Pochissimo,Per niente,Moltissimo,Abbastanza brutto,Poco,Poco,Abbastanza,Nè bello nè brutto,Poco,Per niente,Molto,Abbastanza,Poco,Molto,Poco,Molto,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,Maschio,21,21,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1
2021-04-15 10:58:15,2021-04-15 11:06:39,IP Address,146.241.152.235,100,503,True,2021-04-15 11:06:40,R_2upV3uhZrviz6YP,,,,,45.7509002685547,8.81570434570313,anonymous,EN,bemo2607,Forbice,3.668,3.668,4.529,1,Sasso,5.047,6.652,7.5,2,Carta,1.245,1.245,2.122,1,Sasso,0.467,0.467,1.226,1,Forbice,0.447,0.447,1.148,1,Carta,0.464,1.289,2.019,2,Sasso,0.428,0.428,1.234,1,Forbice,0.499,0.499,1.26,1,Carta,0.42,0.42,1.252,1,Sasso,0.456,1.38,1.847,2,30,80,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Abbastanza predeterminati,Molto casuali,Abbastanza predeterminati,Nè bello nè brutto,Poco,Molto,Abbastanza,Abbastanza brutto,Pochissimo,Abbastanza,Poco,Abbastanza bello,Abbastanza,Abbastanza,Pochissimo,Poco,Poco,Poco,Poco,Per nulla,2,1,1,2,1,1,7,1,1,6,4,3,1,6,8,Maschio,21,64,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,
2021-04-15 10:58:52,2021-04-15 11:06:47,IP Address,79.20.61.165,100,475,True,2021-04-15 11:06:47,R_2Bb6V9fKFUnhgzf,,,,,45.5437927246094,12.1636047363281,anonymous,EN,mave1603,Sasso,1.127,2.143,2.861,2,Forbice,4.283,4.283,5.062,1,Sasso,3.328,3.328,4.071,1,Carta,0.781,0.781,1.582,1,Sasso,5.102,5.102,5.899,1,Forbice,7.784,7.784,8.939,1,Sasso,2.967,4.349,5.382,2,Sasso,3.122,3.122,4.085,1,Carta,1.833,1.833,3.267,1,Forbice,5.312,5.312,6.298,1,4,100,Completamente casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Abbastanza brutto,Molto,Molto,Per niente,Bello,Poco,Pochissimo,Moltissimo,Bello,Molto,Molto,Pochissimo,Abbastanza,Per nulla,Abbastanza,Poco,Per nulla,1,1,0,1,2,0,0,0,0,0,2,0,0,9,8,Maschio,22,47,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,
2021-04-15 10:57:35,2021-04-15 11:06:50,IP Address,79.9.26.254,100,554,True,2021-04-15 11:06:50,R_OiG4w1SbSkb5917,,,,,45.4246978759766,12.0821990966797,anonymous,EN,sado1208,Sasso,3.453,3.453,5.014,1,Forbice,3.26,3.26,4.415,1,Forbice,0.883,0.883,1.904,1,Forbice,0.803,0.803,1.692,1,Sasso,1.644,1.644,2.861,1,Carta,0.644,0.644,1.572,1,Carta,0.64,0.64,1.519,1,Sasso,1.026,1.026,1.98,1,Sasso,0.856,0.856,1.994,1,Sasso,0.872,0.872,1.795,1,30,40,Molto predeterminati,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza predeterminati,Molto predeterminati,Abbastanza predeterminati,Nè bello nè brutto,Poco,Poco,Molto,Abbastanza brutto,Abbastanza,Poco,Molto,Nè bello nè brutto,Poco,Poco,Abbastanza,Abbastanza,Poco,Abbastanza,Abbastanza,Abbastanza,4,1,1,1,1,2,1,1,2,0,3,1,0,2,2,Maschio,25,0,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2021-04-15 10:57:40,2021-04-15 11:06:50,IP Address,95.232.242.37,100,550,True,2021-04-15 11:06:50,R_3MlLvI2Le8ZWFh6,,,,,45.5558929443359,12.2429046630859,anonymous,EN,lumo0805,Carta,5.63,5.63,13.911,1,Forbice,3.872,3.872,5.297,1,Sasso,1.682,1.682,2.928,1,Sasso,4.865,4.865,5.79,1,Carta,1.047,1.047,2.194,1,Forbice,1.311,1.311,2.449,1,Carta,3.743,3.743,4.8,1,Sasso,1.271,1.271,2.272,1,Carta,1.171,1.171,2.325,1,Sasso,1.39,1.39,2.522,1,50,80,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè casuali nè predeterminati,Nè bello nè brutto,Abbastanza,Pochissimo,Poco,Abbastanza brutto,Abbastanza,Poco,Poco,Nè bello nè brutto,Abbastanza,Poco,Poco,Poco,Poco,Poco,Per nulla,Per nulla,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,maschile,22,61,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,
2021-04-15 10:57:36,2021-04-15 11:06:50,IP Address,2.34.176.217,100,554,True,2021-04-15 11:06:51,R_3kMRvH4EOJ2vgO9,,,,,45.4096069335938,11.8946990966797,anonymous,EN,anfe0603,Sasso,4.642,112.478,113.598,2,Forbice,1.222,1.222,2.264,1,Sasso,0.979,0.979,2.613,1,Sasso,1.735,1.735,3.04,1,Sasso,2.503,2.503,3.436,1,Carta,1.195,1.195,2.575,1,Forbice,1.146,1.146,2.146,1,Sasso,0.68,0.68,1.457,1,Forbice,0.549,0.549,1.774,1,Forbice,0.624,0.624,1.595,1,22,83,Abbastanza casuali,Abbastanza casuali,Abbastanza casuali,Completamente casuali,Molto casuali,Molto predeterminati,Abbastanza bello,Molto,Abbastanza,Abbastanza,Abbastanza brutto,Pochissimo,Abbastanza,Pochissimo,Nè bello nè brutto,Abbastanza,Abbastanza,Poco,Poco,Poco,Poco,Abbastanza,Abbastanza,1,,3,,,,1,3,0,5,2,,1,2,3,uomo,24,48,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,
2021-04-15 10:57:42,2021-04-15 11:07:00,IP Address,79.54.242.213,100,558,True,2021-04-15 11:07:01,R_eCMIcKgvtsurYC5,,,,,45.4096069335938,11.8946990966797,anonymous,EN,elpa1608,Sasso,1.624,1.624,3.036,1,Sasso,3.177,3.177,4.289,1,Sasso,3.035,3.035,4.219,1,Sasso,1.472,1.472,2.56,1,Sasso,3.199,3.199,4.504,1,Sasso,1,2.002,3.075,2,Sasso,0.99,0.99,1.949,1,Sasso,1.261,1.261,2.349,1,Sasso,1.329,1.329,2.492,1,Sasso,0.914,0.914,1.957,1,54,81,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Nè casuali nè predeterminati,Bello,Poco,Pochissimo,Molto,Nè bello nè brutto,Pochissimo,Abbastanza,Abbastanza,Bello,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Per nulla,1,2,1,5,1,1,1,3,2,2,2,2,2,2,3,femmina,21,26,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,
2021-04-15 10:57:40,2021-04-15 11:07:02,IP Address,5.90.37.179,100,561,True,2021-04-15 11:07:02,R_30e3KjWiVWX7kUJ,,,,,45.5050048828125,9.21989440917969,anonymous,EN,famo1802,Carta,1.802,3.642,5.734,3,Carta,0.501,0.501,1.566,1,Carta,0.401,0.401,1.222,1,Carta,0.201,0.201,0.973,1,Carta,0.294,0.294,0.872,1,Carta,0.301,0.301,1.188,1,Carta,0.301,0.301,1.196,1,Carta,0.301,0.301,1.068,1,Carta,0.301,0.301,1.001,1,Carta,0.4,0.4,1.291,1,100,,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Brutto,Per niente,Per niente,Molto,Brutto,Per niente,Per niente,Abbastanza,Brutto,Per niente,Per niente,Moltissimo,Abbastanza,Abbastanza,Molto,Molto,Molto,,,,,,,,,,,,,,,10,M,22,30,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,
2021-04-15 10:57:42,2021-04-15 11:07:21,IP Address,93.35.186.79,100,579,True,2021-04-15 11:07:22,R_plB9L9npopom9JT,,,,,45.4096069335938,11.8946990966797,anonymous,EN,tomlot5,Carta,1.842,1.842,3.298,1,Sasso,3.127,3.127,4.755,1,Carta,1.128,1.128,2.29,1,Forbice,2.098,2.098,2.944,1,Carta,1.785,1.785,7.92,1,Carta,6.704,6.887,8.382,2,Forbice,1.734,1.734,2.728,1,Carta,2.15,2.15,3.327,1,Forbice,0.99,0.99,2.018,1,Carta,0.86,0.86,1.963,1,30,40,Molto predeterminati,Abbastanza casuali,Abbastanza predeterminati,Abbastanza predeterminati,Nè casuali nè predeterminati,Abbastanza predeterminati,Abbastanza bello,Abbastanza,Poco,Abbastanza,Nè bello nè brutto,Poco,Abbastanza,Abbastanza,Abbastanza bello,Abbastanza,Poco,Abbastanza,Abbastanza,Per nulla,Poco,Poco,Per nulla,,,,,,,,,,,,,,,,maschio,21,27,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,
2021-04-15 10:57:41,2021-04-15 11:07:30,IP Address,5.170.212.123,100,588,True,2021-04-15 11:07:30,R_ZvLF7OQYTEOIxih,,,,,45.4096069335938,11.8946990966797,anonymous,EN,MAMO2905,Forbice,12.856,14.797,16.314,2,Sasso,1.246,2.847,3.784,2,Forbice,1.43,1.43,2.716,1,Sasso,1.292,1.292,2.494,1,Sasso,0.708,0.708,1.87,1,Carta,0.826,0.826,2.059,1,Sasso,1.809,1.809,2.981,1,Forbice,0.801,0.801,2.138,1,Carta,0.866,0.866,2.182,1,Sasso,0.754,0.754,2.015,1,20,0,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza bello,Poco,Abbastanza,Abbastanza,Nè bello nè brutto,Poco,Abbastanza,Poco,Bello,Abbastanza,Poco,Abbastanza,Poco,Poco,Poco,Abbastanza,Poco,,,,,,,1,,,1,2,1,,,2,M,21,47,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,
2021-04-15 10:57:51,2021-04-15 11:07:49,IP Address,194.4.40.51,100,597,True,2021-04-15 11:07:49,R_3mf1IkYuP1tetd4,,,,,45.1132049560547,11.7984924316406,anonymous,EN,ENRO2708,Sasso,8.11,8.11,10.907,1,Carta,9.481,9.481,11.261,1,Forbice,4.775,4.775,6.197,1,Forbice,9.219,9.219,10.489,1,Carta,4.963,5.707,5.993,2,Sasso,4.483,8.186,8.699,3,Carta,3.797,3.797,4.81,1,Carta,4.553,4.553,5.408,1,Forbice,2.429,2.429,3.827,1,Sasso,0.81,2.018,2.775,3,40,40,Abbastanza casuali,Molto casuali,Molto predeterminati,Molto casuali,Abbastanza casuali,Completamente casuali,Abbastanza brutto,Abbastanza,Pochissimo,Poco,Nè bello nè brutto,Pochissimo,Poco,Poco,Abbastanza bello,Abbastanza,Poco,Abbastanza,Poco,Poco,Poco,Poco,Molto,2,1,2,1,3,0,0,1,4,2,1,0,1,0,2,Uomo,21,26,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,
2021-04-15 10:57:36,2021-04-15 11:07:49,IP Address,151.95.15.102,100,613,True,2021-04-15 11:07:50,R_3KUFJPmSj8ifuhJ,,,,,45.4924011230469,12.1549987792969,anonymous,EN,mamo0911,Sasso,12.024,12.024,13.587,1,Sasso,0.559,0.559,1.529,1,Sasso,0.475,1.254,1.605,2,Sasso,0.431,0.431,1.277,1,Sasso,0.497,0.497,1.259,1,Sasso,0.632,0.632,1.332,1,Sasso,0.945,0.945,1.697,1,Sasso,0.384,0.384,1.059,1,Sasso,0.474,0.474,1.246,1,Sasso,0.485,0.485,1.151,1,0,0,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Per niente,Del tutto,Per niente,Abbastanza brutto,Abbastanza,Poco,Moltissimo,Brutto,Poco,Del tutto,Per niente,Poco,Per nulla,Per nulla,Per nulla,Molto,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,maschio,21,50,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,
2021-04-15 10:57:40,2021-04-15 11:07:55,IP Address,151.46.26.49,100,614,True,2021-04-15 11:07:55,R_1OpBrVFE2q8Ey89,,,,,45.5050048828125,9.21989440917969,anonymous,EN,sica1802,Carta,3.213,3.213,4.439,1,Sasso,0.762,0.762,1.701,1,Forbice,0.8,0.8,1.917,1,Carta,1.443,1.443,2.648,1,Sasso,0.871,0.871,2.182,1,Forbice,1.045,1.045,1.971,1,Carta,0.869,0.869,1.979,1,Sasso,0.636,0.636,1.625,1,Forbice,0.732,0.732,1.747,1,Carta,2.532,2.532,3.585,1,45,10,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Poco,Poco,Pochissimo,Molto brutto,Per niente,Poco,Per niente,Nè bello nè brutto,Poco,Poco,Abbastanza,Molto,Abbastanza,Abbastanza,Poco,Per nulla,6,,,,,,,,2,4,,,,4,5,FEMMINA,23,29,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,
2021-04-15 10:58:37,2021-04-15 11:08:08,IP Address,87.9.181.32,100,571,True,2021-04-15 11:08:09,R_1ISKLKiW6ZomzsL,,,,,45.4096069335938,11.8946990966797,anonymous,EN,mane1204,Forbice,8.054,8.054,9.698,1,Forbice,2.158,2.158,3.344,1,Carta,1.074,1.074,2.294,1,Sasso,1.954,3.879,5.472,3,Sasso,0.906,0.906,2.142,1,Sasso,0.986,0.986,2.191,1,Carta,1.033,1.033,2.309,1,Forbice,2.073,2.073,3.373,1,Carta,1.804,1.804,3.336,1,Sasso,1.068,1.068,2.343,1,70,70,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Abbastanza brutto,Abbastanza,Molto,Abbastanza,Brutto,Pochissimo,Poco,Abbastanza,Nè bello nè brutto,Abbastanza,Molto,Poco,Abbastanza,Per nulla,Poco,Per nulla,Per nulla,,,,3,,,,,,,3,,,1,3,maschio,22,77,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,
2021-04-15 10:58:15,2021-04-15 11:08:09,IP Address,87.2.165.71,100,593,True,2021-04-15 11:08:10,R_WrreWup5F2TxKfL,,,,,45.4311981201172,12.3381958007813,anonymous,EN,etpo0302,Carta,3.722,3.722,4.883,1,Forbice,1.872,1.872,3.064,1,Forbice,2.799,2.799,3.751,1,Sasso,14.313,14.313,15.24,1,Carta,1.368,1.368,2.294,1,Sasso,1.209,1.209,2.024,1,Forbice,0.866,1.689,2.042,2,Carta,0.793,0.793,1.704,1,Sasso,1.303,2.127,2.423,2,Forbice,0.855,0.855,1.551,1,70,30,Abbastanza predeterminati,Abbastanza casuali,Abbastanza predeterminati,Abbastanza casuali,Abbastanza casuali,Molto casuali,Abbastanza bello,Poco,Moltissimo,Pochissimo,Abbastanza brutto,Pochissimo,Abbastanza,Poco,Nè bello nè brutto,Abbastanza,Molto,Pochissimo,Poco,Per nulla,Poco,Poco,Poco,1,1,0,2,0,0,1,0,1,2,2,1,0,1,2,Maschio,22,67,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1
2021-04-15 10:57:49,2021-04-15 11:08:09,IP Address,80.117.217.27,100,620,True,2021-04-15 11:08:10,R_22tu6mI2EXpkm94,,,,,45.4096069335938,11.8946990966797,anonymous,EN,covi0406,Sasso,2.435,2.435,4.286,1,Carta,1.222,1.222,2.294,1,Sasso,1.138,1.138,2.296,1,Sasso,1.618,1.618,2.717,1,Sasso,2.633,2.633,4.333,1,Sasso,1.127,1.127,2.068,1,Carta,1.099,1.099,2.276,1,Forbice,1.869,1.869,3.028,1,Forbice,2.521,2.521,3.437,1,Sasso,1.441,2.387,4.293,2,41,20,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Nè bello nè brutto,Poco,Poco,Poco,Abbastanza brutto,Poco,Poco,Poco,Nè bello nè brutto,Poco,Poco,Pochissimo,Poco,Poco,Poco,Per nulla,Per nulla,3,0,0,0,1,0,0,0,0,0,1,0,0,2,2,Maschio,21,35,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,
2021-04-15 10:57:36,2021-04-15 11:08:10,IP Address,80.117.68.58,100,634,True,2021-04-15 11:08:10,R_yUsqjRN091TkRQl,,,,,45.4427947998047,11.9275054931641,anonymous,EN,fiab2310,Carta,32.349,32.349,33.343,1,Forbice,3.55,3.55,4.101,1,Forbice,3.59,3.59,4.79,1,Sasso,3.346,3.346,4.753,1,Carta,4.571,4.571,5.941,1,Forbice,8.125,8.125,8.761,1,Forbice,2.739,2.739,3.312,1,Sasso,0.676,1.406,1.784,2,Forbice,4.251,4.251,7.073,1,Sasso,3.221,3.221,4.203,1,100,20,Abbastanza casuali,Completamente casuali,Nè casuali nè predeterminati,Abbastanza casuali,Completamente casuali,Abbastanza casuali,Bello,Abbastanza,Moltissimo,Pochissimo,Bello,Poco,Poco,Poco,Molto bello,Poco,Moltissimo,Per niente,Poco,Abbastanza,Per nulla,Per nulla,Per nulla,0,,,,,,,,,1,,,,,,maschile,21,7,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,
2021-04-15 10:59:22,2021-04-15 11:08:22,IP Address,146.241.152.235,100,539,True,2021-04-15 11:08:22,R_tWIkBem4GasLNWp,,,,,45.7509002685547,8.81570434570313,anonymous,EN,aumo0401,Carta,4.374,4.374,5.794,1,Sasso,4.223,4.223,5.402,1,Sasso,2.134,2.134,3.171,1,Carta,1.997,1.997,3.096,1,Sasso,1.217,4.183,5.218,2,Forbice,0.719,0.719,1.624,1,Forbice,3.359,3.359,4.411,1,Sasso,0.971,0.971,2.021,1,Sasso,1.398,1.398,2.387,1,Carta,1.135,1.135,2.475,1,23,53,Abbastanza predeterminati,Abbastanza predeterminati,Molto predeterminati,Nè casuali nè predeterminati,Abbastanza casuali,Abbastanza predeterminati,Bello,Abbastanza,Abbastanza,Poco,Abbastanza bello,Poco,Poco,Abbastanza,Molto bello,Molto,Abbastanza,Poco,Poco,Poco,Poco,Poco,Poco,3,2,,,1,1,1,,1,1,2,2,,2,4,Femmina,22,19,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,
2021-04-15 10:57:39,2021-04-15 11:08:31,IP Address,82.60.121.170,100,652,True,2021-04-15 11:08:32,R_1LY800ZWalbftdK,,,,,45.6356048583984,11.5513000488281,anonymous,EN,niga2006,Carta,15.092,15.092,16.424,1,Carta,4.826,4.826,5.601,1,Forbice,1.25,1.25,2.125,1,Carta,2.083,2.083,2.918,1,Sasso,0.928,0.928,1.918,1,Carta,1.653,2.909,3.9,2,Forbice,0.58,0.58,1.301,1,Forbice,0.821,1.705,2.433,2,Sasso,0.771,0.771,1.585,1,Sasso,1.986,1.986,3.292,1,72,16,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Molto casuali,Abbastanza brutto,Poco,Abbastanza,Pochissimo,Abbastanza brutto,Poco,Abbastanza,Pochissimo,Nè bello nè brutto,Abbastanza,Poco,Pochissimo,Poco,Abbastanza,Per nulla,Poco,Poco,1,0,,,,,,,8,7,3,9,1,10,6,Uomo,21,73,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,
2021-04-15 10:59:57,2021-04-15 11:08:42,IP Address,79.50.2.220,100,525,True,2021-04-15 11:08:42,R_23UbjZ3d00bxUU6,,,,,45.6999053955078,12.231201171875,anonymous,EN,thmi2208,Carta,6.725,6.725,7.699,1,Forbice,2.532,2.532,3.373,1,Sasso,1.406,2.137,2.432,2,Forbice,0.703,0.703,1.424,1,Carta,0.48,0.48,1.235,1,Sasso,0.44,1.287,2.007,2,Carta,0.848,0.848,1.52,1,Forbice,1.067,1.067,2.031,1,Carta,0.511,0.511,1.345,1,Carta,0.717,0.717,1.497,1,60,30,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Completamente casuali,Bello,Molto,Poco,Per niente,Abbastanza bello,Abbastanza,Pochissimo,Abbastanza,Molto bello,Moltissimo,Poco,Per niente,Abbastanza,Poco,Abbastanza,Per nulla,Poco,1,1,,,0,,,,,3,1,,,,2,maschio,21,32,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,
